website_type,safety_r,reputation,trustworthiness,child_safety,sentiment
2,1,2.5,50,46,0.482626687
2,2,4.5,91,90,0.37755864
2,1,3.1,63,86,0.294988594
2,1,3.1,63,86,0.450635825
2,1,3.1,63,77,0.415539831
2,1,0,0,0,0.372519841
2,1,4.9,98,97,0.503865824
2,1,3.3,65,82,0.479391186
2,1,3.6,73,71,0.420173882
2,1,3.9,77,0,0.458678606
2,1,2.5,50,46,0.384162241
5,2,4.3,86,88,0.401960065
2,1,3.1,63,77,0.333333333
2,1,2.7,54,49,0.628571429
2,2,4.3,87,89,0.425438596
2,2,4.6,92,91,0.338379476
3,2,4.2,83,86,0.48125
2,1,3,60,0,0.322799423
2,1,0,0,0,0.542771331
3,2,4.3,86,84,0.340044563
2,1,3.6,73,74,0.431314152
2,1,3.4,68,89,1
2,1,3,61,82,0.411658024
2,1,2.5,50,46,0.26012987
2,2,4.7,93,90,0.348328647
2,1,3.3,66,61,0.434809186
2,1,2.1,43,27,0.683333333
2,1,3.6,73,74,0.387286325
2,2,4.5,91,88,0.425140138
2,2,3.6,73,71,0.56478836
2,1,2.6,52,49,0.396818182
2,1,3.9,77,24,0.443
2,2,4,81,80,0.246479277
2,2,4.5,91,90,0.326923077
2,1,0,0,0,0.472380952
2,1,0,0,0,0.389215686
2,1,3.1,63,77,0.449265873
2,1,3.1,63,86,0.452058201
2,1,3.3,66,72,0.392317291
5,1,2.3,45,24,0.259195402
2,1,2.6,53,59,0.479871795
2,1,0.3,7,29,0.502242063
2,1,3.5,69,92,0.45411566
2,1,2.3,45,43,0.463964904
2,1,3.6,73,89,0.430448123
2,2,4.7,93,91,0.79375
5,2,4.3,86,88,0.41834838
2,2,3.5,70,74,0.420138889
2,1,2.7,54,49,0.417171717
2,1,2.7,54,49,1
2,1,3,60,65,0.50408743
6,0,2.8,56,59,0.471818558
2,2,3.3,65,70,0.487325294
2,1,3.5,70,82,0.066666667
2,2,4.4,88,88,0.366429852
5,2,4.3,86,88,0.4869884
2,1,3.1,63,75,0.328181818
2,1,3,60,87,0.392028986
2,2,4.5,90,91,0.304136905
2,2,4.5,89,91,0.230793651
2,1,3,60,87,0.435763889
2,1,1.7,34,35,0.295175439
2,1,2.6,53,59,0.571904762
2,2,4,81,85,0.525108225
2,2,3.2,64,65,0.432457627
2,1,3.1,62,62,0.347916667
2,2,4.5,89,92,0.338636364
2,2,3.8,75,98,0.492331169
2,1,3,60,72,0.438975609
2,1,3.1,63,74,0.324107143
2,1,2.3,45,43,0.429120753
2,2,4.5,91,53,0.700253968
2,1,4.7,93,82,0.5
2,2,4,79,87,0.486965869
2,1,2.5,50,33,0.437058691
2,2,4.1,82,90,0.4730287
2,1,3,60,68,0.380850168
2,2,4.7,93,91,0.25625
2,2,3.5,70,74,0.432134986
2,2,4.5,90,91,0.378666667
2,1,2.5,50,33,0.456997677
2,1,2.7,54,49,0.175238095
2,1,0,0,0,0.448771458
2,1,3,61,61,0.406087882
2,1,3,61,61,0.474773768
2,1,0,0,0,0.604322562
2,1,3.3,66,61,0.054166667
2,1,3.1,63,75,0.423434846
2,1,3,60,29,0.453809767
2,1,3,60,0,0.292020105
2,1,3.4,67,67,0
2,1,0,0,0,0.429008405
2,1,0.3,7,29,0.566666667
2,2,4,81,84,0.303664854
2,2,4.5,89,92,0.476233766
2,1,0,0,0,0.492973138
2,1,2.8,56,45,0.589678644
2,2,4.5,91,53,0.378395062
2,1,3.1,62,62,0.594444444
2,1,2.5,49,34,0.636363636
2,1,3,60,65,0.592822967
2,2,4.6,92,92,0.21875
2,1,3.5,70,82,0.294
2,1,3.5,63,85,0.358626984
2,1,2.3,45,43,0.481126076
5,2,4.3,86,88,0.471231799
2,1,0,0,0,0.442867965
1,2,4.2,83,83,0.493518519
2,1,0,0,0,0.382490079
2,2,4.6,92,92,0.254166667
2,1,3.9,77,0,0.47558182
2,1,2.5,50,15,0.462939959
2,2,4.1,82,90,0.399183606
2,1,3,60,87,0.391691468
2,1,4.7,93,82,0.3125
5,1,2.3,45,24,0.458269113
2,1,3,60,65,0.424606625
2,1,2.5,50,46,0.452388795
5,2,4.3,86,88,0.409848485
7,2,4.7,93,89,0.57358156
3,2,4,79,80,0.365789474
2,1,0,0,0,0.65
2,1,3.4,67,76,0.26875
2,2,3.1,63,70,0.197058824
2,1,3,60,0,0.397607964
2,2,4,81,76,0.535
2,2,4.6,92,92,0.33362069
2,1,3.5,63,85,0.449740174
2,1,3.4,67,76,0.166666667
2,2,4.5,91,53,0.557692308
2,2,4.6,92,91,0.39538664
2,1,3,60,87,0.394252874
2,1,3,60,0,0.396155612
2,1,2.1,43,27,0.576086957
2,2,4.2,83,82,0.366666667
2,2,4.2,83,82,0.357142857
2,1,3.6,72,80,0.447270377
2,1,3.2,64,98,0.490561548
2,1,2.3,45,43,0.490673981
5,1,2.3,45,24,0.441525452
2,2,4.5,90,89,0.443000644
8,2,4.6,92,92,0.35
2,1,3,60,0,0.400757576
2,1,3.5,70,82,0.230555556
2,1,3.3,66,61,0.097222222
2,1,3.4,68,89,0.503277311
2,1,4.3,86,100,0.290734266
2,2,3.2,64,65,0.509965035
2,1,2.5,50,33,0.39419273
2,1,3.1,63,74,0.254563492
2,1,3.4,67,78,0.395639691
2,1,3.9,77,0,0.439446406
2,1,0,0,0,0.47212987
2,1,3,60,68,0.6
2,2,4.1,82,86,0.389762704
2,2,4.5,91,90,0.554910714
2,2,4.5,89,92,0.414285714
3,2,4.2,83,86,0.216666667
2,1,2.5,50,33,0.456410256
2,1,0,0,0,0.329265377
2,1,3.1,63,77,0.42787226
2,1,2.3,45,43,0.382108844
2,2,4.4,88,91,0.416526283
2,1,3.1,63,86,0.519054788
5,1,2.3,45,24,0.505084497
2,2,3.9,78,79,0.448980808
1,2,4.6,92,91,0.404200254
2,1,0,0,0,0.484102283
2,1,3.6,72,80,0.470214557
2,1,0,0,0,0.449767677
2,1,3,60,87,0.449305556
2,1,2.3,45,43,0.465007215
2,1,0.3,7,29,0.28
2,1,0,0,0,0.378125
2,1,3.1,63,74,0.513650165
2,2,4,81,84,0.456548096
2,2,4.1,82,90,0.425876011
2,2,4.2,83,80,0.519262821
2,1,2.5,49,34,0.454365079
2,1,3.7,74,87,0.37762987
2,2,4.5,90,91,0.429662698
2,1,0.3,7,29,0.514252646
2,1,3.4,68,89,0.228571429
2,2,4.2,83,82,0.478950216
2,1,3,60,65,0.466898657
2,2,4.7,93,90,0.416214286
2,2,3.1,63,70,0.320282369
2,1,2.8,56,45,0.485169623
2,1,3,60,29,0.301506494
2,1,0,0,0,0.458333333
2,2,3.3,65,70,0.497196621
2,1,3.3,66,84,0.292383766
2,2,4,81,84,0.354873926
2,1,3,61,65,0.486936937
2,2,4.5,90,91,0.493560606
2,2,3.6,73,71,0.407953375
2,1,3.3,66,72,0.220486111
2,1,3.4,68,89,0.5975
2,2,4.2,83,82,0.454814815
2,2,4.7,93,90,0.49976795
2,1,3,61,65,0.442539683
2,1,3.6,73,74,0.556785714
2,1,0,0,0,0.206753051
2,1,0,0,0,0.332575758
3,2,4.3,86,84,0.9
2,2,4.4,88,88,0.433364103
2,1,3.7,74,87,0.460017076
2,1,0,0,0,0.446565001
2,2,4.5,89,92,0.35
2,1,0,0,0,0.367057197
2,2,4.7,93,91,0.4
2,1,1.7,34,45,0.456392888
2,1,3.1,63,74,0.284027778
2,1,4,81,77,0.344371345
3,2,4,79,80,0.326785714
2,2,4.3,87,87,0.422101188
2,1,3,60,72,0.406296992
2,1,3,60,0,0.507735247
2,1,0,0,0,0.433027757
2,1,0.3,7,29,0.461915124
2,2,4.7,93,90,0.329991783
2,1,3.1,62,62,0.421341463
2,1,0,0,0,0.32260101
2,1,0,0,0,0.410828157
2,2,4.5,89,91,0.55782227
3,2,4,79,80,0.40956229
2,1,3.9,77,0,0.419723079
2,1,3,60,0,0.247916667
2,2,4.4,88,88,0.449252183
2,1,4,81,77,0.341057051
2,2,4.3,87,89,0.343055556
2,1,4,81,77,0.415133478
3,2,4.3,86,84,0.7
2,1,0.3,7,29,0.330680246
2,1,3.9,77,0,0.404194604
2,1,1.7,34,35,0.574242424
2,1,3.6,73,74,0.410952381
2,1,3.5,63,85,0.428042328
2,1,2.1,43,27,0.39491342
5,2,4.3,86,88,0.444312276
2,1,3,60,65,0.432828283
2,1,2.6,52,57,0.400349635
2,1,3,60,0,0.149074074
2,2,4.2,83,80,0.313169643
2,2,3.9,78,79,0.509449761
2,1,1.7,34,45,0.459914333
2,1,0,0,0,0.408896791
2,1,0,0,0,0.403505544
2,1,3.6,72,80,0.402944091
2,1,3.3,66,72,0.376181818
2,1,2.6,53,59,0.421957672
2,2,4,81,80,0.375560224
2,2,4.7,93,91,0.425589226
2,1,3.1,63,75,0.373957939
2,1,2.1,42,43,0.437533389
2,1,3,60,29,0.359672619
2,1,2.3,45,43,0.399939394
2,2,3.9,78,79,0.479001095
2,1,3.6,72,80,0.411810175
2,2,4,81,85,0.764285714
2,2,4.6,92,91,0.520833333
2,1,3,61,65,0.285714286
2,1,4,81,77,0.441215107
2,1,3.5,69,92,0.527128427
1,2,4.2,83,83,0.202083333
2,2,3.3,65,70,0.537001287
2,2,3.9,78,79,0.328677249
5,2,4.3,86,88,0.254761905
2,2,4.5,90,91,0.479285714
2,2,4.6,92,91,0.382321429
3,2,4,79,80,0.372671451
2,2,4.2,83,80,0.535838534
2,1,3,60,68,0.450246367
2,1,2.7,54,49,0.5
2,2,4.5,90,89,0.723611111
2,1,2.6,53,59,0.490714286
5,2,4.3,86,88,0.469530711
2,2,4,81,85,0.638787879
2,2,4,81,84,0.405386638
2,1,0,0,0,0.402044885
2,1,0,0,0,0.641982601
2,2,3.7,74,80,0.482097964
2,1,2.5,49,34,0.75
2,1,3.9,77,0,0.42030525
2,1,3.6,73,71,0.292318594
2,1,4,81,77,0.311565657
2,1,4,80,86,0.457539683
5,1,2.3,45,24,0.47947227
2,1,3.4,67,78,0.271701
2,1,0,0,0,0.447534632
2,1,3,61,82,0.514285714
2,1,3.3,66,72,0.46025389
2,2,4,81,80,0.469126135
2,2,4.5,91,53,0.53872549
2,2,3.7,74,80,0.549557797
2,1,4.7,93,82,0.49
2,1,2.6,52,57,0.471075749
2,1,3.4,68,89,0.620153061
2,1,3.4,68,89,0.85
2,2,4.5,91,90,0.377156014
2,2,3.1,63,62,0.423359983
2,2,4.4,88,91,0.445426954
2,2,4.5,89,91,0.497478355
2,1,3.7,74,87,0.500554392
2,2,3.9,78,79,0.420530303
2,1,3,61,65,0.565833333
2,2,4.5,89,88,0.474272487
2,2,4.3,87,87,0.412600097
2,1,3.1,63,86,0.508482143
2,1,4.9,98,97,0.420667303
2,1,3.1,63,86,0.573263889
2,1,3.4,67,78,0.432653458
2,1,3,60,87,0.369675417
2,1,3,60,0,0.243055556
3,2,4.3,86,84,0.409329384
2,1,0,0,0,0.716388889
6,0,2.8,56,59,0.461001283
2,2,4.2,83,80,0.471000151
2,2,4.5,89,92,0.418181818
2,1,3.5,70,82,0
2,1,4.7,93,82,0.5
2,1,2.1,43,27,0.495780028
2,1,3.4,67,78,0.41468254
2,1,2.7,54,49,0.175238095
2,1,3,60,72,0.477380952
2,1,0,0,0,0.447125834
7,2,4.7,93,89,0.429867965
2,1,3,60,68,0.5044102
2,2,3.9,78,79,0.311599512
2,1,3.6,72,80,0.469020563
2,2,3.2,64,65,0.419237514
2,1,3,61,65,0.394214466
2,2,4.2,83,80,0.435045351
2,1,3.1,62,62,0.348958333
2,2,3.8,75,98,0.358079586
2,2,4,79,87,0.543859649
2,2,4,80,80,0
2,1,0,0,0,0.38976656
2,1,0,0,0,0.577813853
2,2,4.4,88,91,0.319095662
2,1,2.6,53,59,0.316437729
2,2,4.2,83,82,0.519256121
2,1,0,0,0,0.368405797
2,1,3.4,68,89,0.526839827
2,2,4.3,87,89,0.355012244
2,2,4.5,90,91,0.412610229
2,1,2.7,54,49,0.925
2,1,3,60,0,0.125
2,1,2.6,53,59,0.349867725
3,2,4,79,80,0.486153319
2,1,3.4,68,89,0.498397436
6,0,2.8,56,59,0.444759815
2,1,3.3,66,69,0.403358209
8,2,4.6,92,92,0.562159091
2,1,4,80,86,0.488636364
2,1,3.7,74,87,0.461566212
2,1,2.6,52,57,0.421609469
2,1,4.9,98,97,0.504502775
1,2,4.6,92,91,0.407544082
2,2,4.2,83,82,0.103125
2,1,3.4,68,89,0.413469742
2,2,3.3,65,70,0.450169055
2,1,2.6,52,57,0.42530104
7,2,4.7,93,89,0.488056836
3,2,4.2,83,86,0.351515152
2,2,4,81,85,0.688095238
5,1,2.3,45,24,0.463047619
2,2,4.6,92,92,0.293213268
2,1,3.5,70,82,0
2,2,4.2,83,82,0.114285714
2,1,2.3,45,43,0.44382772
2,1,4.7,93,82,0.566666667
5,1,2.2,44,39,0.372727273
2,1,2.5,51,41,0.482142857
2,2,4,81,85,0.451373626
2,2,4.2,83,82,0.653846154
2,2,3.3,65,70,0.540018315
2,1,3.5,70,82,0.378154762
2,2,4.2,83,82,0.453441558
2,2,4.5,91,53,0.503371212
2,1,0,0,0,0.353703704
1,1,3,60,54,0.459477076
2,2,4.3,87,87,0.369384999
2,1,0,0,0,0.607891414
2,1,3,60,29,0.449580344
2,1,3.9,77,24,0.359041502
2,1,3.8,76,97,0.360597042
2,1,4.7,93,82,0.553257576
7,2,4.7,93,89,0.462059524
2,2,4.6,92,92,0.434023324
2,2,4,81,80,0.329643206
2,1,3.1,62,62,0.505
2,1,0,0,0,0.420512821
3,1,1.3,26,24,0.534103641
2,2,4.3,87,87,0.367060658
2,2,4,81,84,0.404021556
2,1,3,60,87,0.507890594
1,2,4.6,92,91,0.538141026
2,1,3.4,67,78,0.46043771
2,2,3.3,65,62,0.509751773
2,1,3.5,70,39,0.65
8,2,4.6,92,92,0.329027778
5,2,4.3,86,88,0.526267637
2,1,3,60,0,0.61969697
2,1,0,0,0,0.513309524
2,2,4.5,91,88,0.387697382
2,2,4.3,87,87,0.407945216
5,1,2.3,45,24,0.522622239
3,2,4.2,83,86,0.233333333
2,1,3,60,68,0.361458333
2,1,3,60,0,0.476111111
2,1,2.5,50,33,0.305882353
3,1,1.3,26,24,0.380701754
2,1,2.3,45,43,0.370991133
2,1,1.7,34,35,0.5965
2,2,4.5,91,88,0.359010812
2,1,2.6,53,59,0.470119464
1,2,3.6,72,85,0.6
2,1,2.5,49,34,0.490909091
2,1,3.1,63,75,0.429818182
2,1,2.6,52,49,0.376549587
2,2,4.1,82,90,0.372801572
2,2,3.9,78,79,0.240277778
3,2,4.2,83,86,0.75
2,1,3.6,73,71,0.505209143
2,1,3.1,62,77,0.511666667
2,1,3.6,73,89,0.363073689
2,1,2.6,52,57,0.481581492
2,1,2.3,45,43,0.454146141
7,2,4.7,93,89,0.444871795
3,2,4.2,83,86,0.7
2,1,3.8,76,97,0.376080247
2,1,2.1,43,27,0.432010582
2,1,3.8,76,97,0.450495698
2,1,3,60,87,0.301719577
2,1,2.5,50,46,0.383506944
2,1,3.6,73,71,0.440846352
2,2,4.5,89,89,0.354650473
2,1,2.1,42,43,0.381157509
2,2,3.6,73,71,0.463081619
1,2,4.2,83,83,0.40189817
5,2,4.3,86,88,0.562811791
2,1,0,0,0,0.280811915
2,1,3,60,0,0.435144753
2,2,4.6,92,91,0.256523268
2,2,4.5,90,89,0.378606567
2,1,0,0,0,0.599007937
2,1,0,0,0,0.442239859
2,1,3,60,72,0.448012995
2,1,2.5,49,34,0.75
2,1,3.6,73,74,0.346296296
2,1,3.1,63,75,0.293434343
2,1,3,60,72,0.483039288
2,2,4.7,93,90,0.495185868
2,2,4.4,88,88,0.319671812
2,1,4.6,92,90,0.394825545
2,1,0,0,0,0.61539075
2,1,0,0,0,0.545939304
2,1,3.9,77,0,0.465888889
2,2,4.4,88,88,0.444507285
2,1,3.8,76,97,0.376536847
1,2,3.6,72,85,0.25
2,1,2.1,42,43,0.503168044
2,2,4,81,80,0.298864469
2,1,2.8,56,56,0.390346976
2,1,3.5,70,39,0.502898551
2,2,4.2,83,82,0.649305556
2,1,3.6,73,71,0.484078722
2,1,0,0,0,0.468781351
2,1,0,0,0,0.579734848
2,1,3.6,73,74,0.65
2,2,4.5,91,90,0.47535461
7,2,4.7,93,89,0.573412698
7,2,4.7,93,89,0.468742369
5,2,4.3,86,88,0.468670741
2,2,3.2,64,65,0.421172555
2,1,3.7,74,87,0.516666667
2,1,2.6,52,57,0.485715977
2,2,3.1,63,68,0.377097902
2,1,3.5,70,82,0
2,1,3.1,62,77,0.583333333
2,2,4.2,83,82,0.295238095
2,1,2.1,42,43,0.328787879
2,2,3.3,65,70,0.37129329
2,2,3.6,73,71,0.441512873
2,1,3.1,63,86,0.541504329
2,1,3.5,70,82,0.55
2,2,4.5,91,88,0.512345
2,1,3.3,66,84,0.440325019
2,1,4.7,94,61,0.469777778
2,1,0,0,0,0.392424242
3,2,4,79,80,0.513571429
2,1,4.9,98,97,0.327150538
2,1,2.1,43,27,0.476204351
2,1,2.6,52,57,0.394608982
2,1,0,0,0,0.557777778
2,2,4,81,76,0.484615385
2,1,3.1,63,74,0.193055556
2,1,0,0,0,0.488287092
2,2,4.2,83,80,0.475811966
2,2,3.6,73,71,0.458464539
2,1,0,0,0,0.441496599
2,1,3.1,63,74,0.376111111
2,1,2.7,54,49,0.39375
2,1,3.5,69,92,0.379381249
2,2,4.7,93,90,0.455364268
2,2,3.1,63,70,0.290277778
2,1,3.6,73,71,0.463799904
2,1,2.5,51,41,0.320496633
2,1,3.3,66,72,0.507257728
2,1,3,60,87,0.555555556
2,1,3.1,63,74,0.208686067
2,1,2.1,43,27,0.431041154
1,2,3.6,72,85,0.505079365
2,2,4.5,91,90,0.305470085
2,1,3.6,72,80,0.406811883
2,2,3.6,73,71,0.493696742
2,1,2.8,56,45,0.412171162
2,1,0,0,0,0.512962963
2,2,3.5,70,74,0.397689076
2,2,4.5,90,89,0.416489557
2,1,2.1,42,43,0.411383061
2,2,4.3,87,87,0.331872615
3,2,4.3,86,84,0.410416667
2,2,4.3,87,87,0.170744681
2,1,3,61,65,0.441532233
2,2,4.4,88,91,0.405107455
2,1,3.1,63,86,0.447839735
2,1,3.4,67,78,0.387280702
8,2,4.6,92,92,0.403571429
2,1,3.5,70,39,0.451230403
2,1,0.3,7,29,0.28
2,1,3,60,65,0.525802325
2,1,4.6,92,90,0.467261905
2,1,0,0,0,0.391627907
2,2,4.2,83,82,0.476363636
2,1,3.6,73,71,0.413697318
2,1,2.3,45,43,0.565517241
2,1,3.4,68,89,0.524007937
2,2,4.5,91,90,0.412184343
2,1,3.9,77,0,0.415667502
2,2,4.3,87,87,0.362656926
2,2,4.3,87,87,0.420129977
2,1,0,0,0,0.471980676
2,1,0,0,0,0.472049632
2,1,2.1,43,27,0.509986226
2,2,4.5,89,88,0.389149537
2,2,4.5,91,90,0.441853054
2,2,4.2,83,82,0.427747114
2,1,0,0,0,0.503120301
2,1,3.3,66,84,0.529166667
2,2,4,81,80,0.35974026
